Coculture_t24h_Donor1_IL-15-1ng-mL	Coculture_t24h_Donor1_IL-15-1nM	Coculture_t24h_Donor1_IL-15-Monalizumab	Coculture_t24h_Donor1_Mabkine	Coculture_t24h_Donor1_Monalizumab	Coculture_t24h_Donor2_IL-15-1ng-mL	Coculture_t24h_Donor2_IL-15-1nM	Coculture_t24h_Donor2_IL-15-Monalizumab	Coculture_t24h_Donor2_Mabkine	Coculture_t24h_Donor2_Monalizumab	Coculture_t24h_Donor3_IL-15-1ng-mL	Coculture_t24h_Donor3_IL-15-1nM	Coculture_t24h_Donor3_IL-15-Monalizumab	Coculture_t24h_Donor3_Mabkine	Coculture_t24h_Donor3_Monalizumab
TNFAIP8L2	63.8974	13.7475	21.5923	23.6121	31.4467	42.7281	16.902	13.7364	18.2674	33.6063	43.4914	14.7949	15.8109	13.4711	30.0553
TNFAIP8L2-SCNM1	7.95032	2.71122	2.35682	2.81006	6.23036	2.91152	1.61813	2.20036	1.89182	7.52893	5.3482	1.22314	6.00906	3.76093	5.42633
TNFAIP8L3	2.46072	0.866686	0.745344	0.908185	1.95104	2.05791	0.68204	0.567484	0.776745	2.0839	2.33671	0.64826	0.826937	0.901432	1.49383
TNFRSF10A	3.68286	1.29633	0.867886	0.0455167	1.73731	2.71129	1.33832	0.964861	0.893588	3.32628	3.44035	1.33122	0.37505	1.75789	1.52187
TNFRSF10B	7.949972	4.27531139779	3.861394	5.295600681895	5.255106	4.198972184556	5.12798	4.088789	5.51219	6.30201	3.3018	2.460240155011	2.77943244169	3.41334110019	3.79186282334
TNFRSF10C	0	0	0.395974	0.192805	0	0.238883	0.0631487	0.346711	0	0.0886993	0.243438	0.101448	0.0758551	0	0.339737
TNFRSF10D	0.368319	0.317493	0.185517	0.387635	0.370283	0.430093	0.177077	0.232177	0.308973	0.568648	0.585187	0.171566	0.121743	0.356058	0.814712
TNFRSF11A	3.26224	0.693231	0.31698600754614	0.934768	2.472256	0.445927	0.122793	0.293161	0.128612	0.31169	0.969162	0.29104	0.251143	0.50643	0.73758
TNFRSF11B	0.266359	0	0	0	0	0	0.0388915	0	0	0	0	0	0	0.0683704	0.0522324
TNFRSF12A	5.46331	13.297	14.131	23.886	4.40606	15.1765	31.3936	31.6151	32.2659	12.9982	3.31027	10.2051	11.4464	14.9626	6.68669
TNFRSF13B	0.779724	0	0.732593	0.160481	0.293996	0.530712	0.140262	0.57725	0.244168	0.689515	0.405522	0.158134	0.673738	0.123057	1.41547
TNFRSF13C	0.0914225	0.335031	0	0	0	0	0	0.0975937	0	0.450851	0.206256	0	0.128305	0.655818	0
TNFRSF14	164.055	55.7767	65.7605	78.5698	101.722	141.305	58.307	72.0532	69.9777	159.85	132.443	48.3944	59.7529	68.5094	139.765
TNFRSF17	0.0851086	0	0	0	0	0.188626	0.0996081	0	0	0.419634	0.19197	0	0	0	0
TNFRSF18	1344.57676	1946.77381	2587.79108	2480.56707	2435.86554	1256.70094	1175.04405	1331.64497	1460.6402	1839.44749	536.25134	1516.74767	1606.02535	2216.082	732.35562
TNFRSF19	0.098602	0	0.180726	0	0.1207	0.21794	0	0	0	0	0.11107	0.0650123	0	0.0505927	0
TNFRSF1A	42.5177	20.5678	22.7205	28.0557	25.0403	24.7126	21.627	22.2746	26.2717	25.53	34.3183	22.7523	23.7784	28.1858	30.5407
TNFRSF1B	90.8058	100.894	93.2574	128.232	103.74	90.2651	102.526	98.8179	122.548	127.907	51.9735	80.0297	87.6336	105.703	57.9067
TNFRSF21	0.129764	0.302104	0.31698	0.18187	0.155367	0.182052	0.0747915	0.0461173	0.341585	0.33246	0.289551	0.14764	0.0786564	0.169631	0.235314
TNFRSF25	13.485681	4.431121	4.902429	8.095498	8.81883	8.81332	6.9864873514	9.595655	5.3174042	14.087181	17.308806	9.059088	14.612713	17.62331	18.10521
TNFRSF4	60.3594	102.424	76.0774	156.86	141.299	66.2531	43.6607	41.4062	72.7048	172.033	26.2326	32.7481	38.0726	75.2875	34.7637
TNFRSF6B	4.9362	0.53162	1.56251	0	3.84876	1.47087	0.585522	2.75796	0.663553	3.62245	2.11566	2.67312	1.52891	4.69217	1.18144
TNFRSF8	0.892931	6.88468	6.42938	4.75584	2.7882	3.21237	5.29235	5.59605	6.90416	3.636023	0.0934745	1.658029	1.300647	1.13045	0.5783428
TNFRSF9	61.4454	92.236	104.763	120.612	102.108	48.9616	66.5942	66.0863	71.4279	74.0143	14.9482	30.6112	38.6807	56.8322	20.4912
TNFSF10	104.009518	122.580838	88.906421	111.881403	54.066487	93.854176	167.733964	137.019544	150.860303	76.411786	45.027496	138.029778	153.340412	135.965768	41.407347
TNFSF11	6.47003	8.95254	5.50386	8.269396	11.05808	7.80848	4.477056	3.17041	4.86756	9.519958	1.93785	1.533514	1.6534	0.943855	2.182627
TNFSF12	10.70904	9.78134	8.29483	6.85275	6.89829	8.450831	10.24829	7.98475	13.15455	9.22827	16.20403	11.30682	14.11693	13.37599	14.46713
TNFSF12-TNFSF13	0	9.6546e-05	0	0	0	0	0.0303911	0	0	0	0	0	0	0.171027	0.336717
TNFSF13	3.011885249	1.970562	2.232764	0.201229	0.9221409249	1.3080995	1.236233	1.721727	1.91606900166028	1.6082568	1.454245	1.6346363	1.7411877266866	1.080403	3.07346393267006
TNFSF13B	66.7158	80.49773	58.6648	48.3708	134.38737	168.7264	59.55936	39.96239	49.6741	95.81956	148.4927	51.67227	65.16481	63.2208	118.2061
TNFSF14	19.4563	15.3017	16.15609	16.44414	13.12146	25.5047	24.30475	24.61242	31.65914	25.326349	16.83579	13.5095	20.42228	16.6712	13.919729
TNFSF15	1.18726	0.655302	0.539628	0.47389	0.82413	0.856183	0.493871	0.513316	0.590589	0.566108	0.800474	0.530858153612	0.631718	0.748425	0.844799
TNFSF18	0	0	0	0.210803	0	0	0	0	0.120653	0.195328	0	0.156232	0	0	0
TNFSF4	9.98372	14.206	10.2322	17.669	12.3724	7.57446	12.4156	11.2932	15.2451	10.0448	2.91564	4.58834	5.11981	7.64471	2.48592
TNFSF8	2.205335	0.850588	1.672501	1.503407	0	1.85458	1.902493	1.916557	1.929867	1.288925	2.10921	1.813893	2.091529	2.148932	0.726834
TNFSF9	3.93766	2.02335	2.75797	4.24398	2.1159	3.71451	2.80616	3.54556	3.56861	3.31105	1.40634	0.886562	1.95564	2.5133	2.18814
TNIK	7.3971720007102	2.3621535	0.5906248671985	1.6060033	1.3638318	5.2767701990138	0.6785430269689	1.41876625	1.87705005754	4.1507442	8.197241	1.796364	4.33947689660757	2.4531450220163	6.5515298
TNIP1	69.4525840910218	35.341791	46.91778	43.586749169	65.127	61.3609	36.730311634	36.0788940149054	38.101261	73.12723	49.792529	37.610787677539	41.4790504603421	47.98395	50.847110795
TNIP2	49.4705	50.6193	49.20321	57.0952	35.4384	31.1767	34.8745	34.1473	43.3977	42.36255	24.83429	38.1676	34.10701	38.3942	17.85011
TNIP3	6.33458	3.106879	4.473343	5.90203	9.95398000491419	4.89697	3.31984600118099	3.291721	3.20762	7.39161	2.05799000987938	2.118023105836	1.6981700106878	3.01243	3.17423
TNK1	0.55817937	0.193715	0.260058732	0.11884347	0.51941605	0.058648925	0.40351924	0.22780649	0.37900923	0.741348	0.538533	0.315673377	0.4853761	0.272967839	0.331555
TNK2	23.52744	8.93497	8.6656	10.29555	20.3568	19.92067	11.97261	9.47492	10.71853	24.50973	17.8999	10.26268	9.74495	9.73202	17.31375
TNKS	3.01264	1.21512	1.15582	0.845745	1.57944	2.01204	0.974555	0.736583	1.02591	2.04761	2.14218	0.927453	0.811472	1.0747	2.47871
TNKS1BP1	0.350566	0.998867	0.238316	0.430055	0.158367	0.486537	0.394028	0.501144	0.529141	0.574918	0.204511	0.428516	0.346588	0.69368	0.426813
TNKS2	2.53733	1.56388	0.838767	1.25959	2.90386	4.39979	1.22108	0.95412	1.22521	3.2736	3.27399	1.15891	1.33469	1.50736	4.25373
TNMD	0.120939	0	0.221571	0	0.296415	0	0	0.129323	0	0	0	0	0	0	0
TNN	0.0302863	0	0.0185283	0.0135537	0.0369485	0.267078	0.0530297	0.0487012	0.0154276	0	0.136307	0	0.0212745	0.046672	0.0711296
TNNC1	0	0	0.94671	0.114895	0.638966	1.44003	0.303669	0	1.05288	1.06596	0.877808	0	0.181687	0	0
TNNC2	1.46325	0.243787	0.324042	0	0	0.295857	0.935713	0	0	1.09484	1.80321	0	0.186581	0	0.843793
TNNI1	0.71795	0.191222	0.308015	0.275463	0.549739	0.422208	0.285536	0.281432	0.300279	0.395994	0.579014	0.398027	0.352236	0.31399	0.670422
TNNI2	1.02901	0.235725	0.62677	0.342309	0.634465	0.285983	0.423536	0.13701	0.91488	1.69362	0.544097	0	0.180425	1.05314	0.815514
TNNI3	0	0.378581	0.125963	0.275454	0	0.68771	0	0	0	0	0.466294	0	0	0	0
TNNI3K	0	0.106801	0	0	0	0	0.064034	0	0	0	0	0	5.27176e-10	0	0
TNNT1	0.175677	0.293627	0	0	0	0.389432	0.102814	0.0902649	0	0.144376	0.198146	0.115695	0	0.270078	0.138614
TNNT2	0.290596134075689	0	0	0	0	0.174852	0.184713	0.23290022197855	0.0643796	0.259401	0.355997	0.0957326	0.0888252	0	0.22891169862488
TNNT3	0.63150400205328	0	0.3426790016723	0.06253	0.51642600461957	0.31067	0.16415020131505	0.07499160176432	0.21418200138836	1.2679600264515	2.0564600871512	0.36987600129471	0	0.143912	1.4367080181961
TNP1	0	0	0	0.234901	0	1.1977	2.51622	2.26105	1.89679	2.65151	0.606754	0	2.24646	0.545058	0.430273
TNP2	0	0.86165	0	0	0.774877	0.34903	0	0	0	0	0.354278	0.205977	0	0	0.249117
TNPO1	12.14928	6.27248	6.08239	6.35101	5.800987	5.43701	5.57453	3.360758	4.499959	5.43885	5.431875	4.02288	4.477714	4.962148	6.26062
TNPO2	16.56851	11.87291	10.505079	12.249629	10.185488	10.117627	9.23111000196676	7.454303	9.13621000797936	7.52897	8.08483	7.835692	8.321166	10.271616	8.312739
TNPO3	15.940974	10.8369000884206	13.622036	11.50468	12.8388	12.06091	11.216398	9.476584	10.870317	9.742251	10.242264	9.181186	11.8304660148285	10.230671	10.778
TNR	1.4307	0.080223	0.0714515	0.0653361	0.284951	0.547123	0.0511231	0	0.0594938	0.359146	0.591331	0.0770871	0.0615304	0.0749928	0.319991
TNRC18	1.76315	1.67407	1.62025	2.02418	2.11413	2.40199	1.61207	1.66274	1.62411	1.81079	2.72337	1.91786	1.77047	1.84051	2.43637
TNRC18P1	0	0.0767539	0.153633	0	0.1025	0.0925551	0.0489565	0.134546	0.0853171	0	0	0	0	0.0430061	0.131579
TNRC6A	6.00666	2.54649	2.60673	2.42607	3.84645	3.20102	2.1529	1.92098	1.83431	4.32562	4.47128	2.03561	2.24131	2.0513	3.93228
TNRC6B	19.104722	5.005993	5.5293108	5.56913	11.08037	13.76716	4.934163	3.785960212836	4.392281	12.049647	18.02367	5.476052	6.610262	6.16460000089485	19.902577
TNRC6C	6.28355	1.58787	1.099911	1.401969	3.5401	5.06269	1.8948382	1.195715	1.19426000395708	4.20148000015561	3.899107	1.101751	1.450909	1.33036359428	4.11475
TNS1	0.0875515	0.0400508	0.0446171	0.0587512	0.10673	0.112424	0.0425019	0.0312489	0.0304584	0.0836484	0.213199	0.076982	0.0204691	0.0823962	0.114277
TNS3	0.0197365	0.0180753	0.0362301	0.0883616	0.144393	0.130482	0.0575846	0.0211641	0.261427	0.22655	0.133217	0.0521149	0.0277294	0.0405597	0.0617685
TNS4	0.830665	0.256362	0.412127	0.374721	0.5913	0.670293	0.33208	0.347625	0.369908	0.696581	0.867779	0.410326	0.239223	0.403955	0.5134
TNXA	0.0278204	0	0.179388	0	0	0	0	0.0212517	0	0	0.114722	0.11473	0.0913427	0.054736	0.0649003
TNXB	0.0170635	0.125016	0.0398735	0.0881799	0.541784	0.276024	0.1257181	0.0383544	0.1145329	0.2982119	0.332586	0.0891842	0.0452539	0.0647891	0.61512
TOB1	27.02725	4.36565	4.9773	6.5821387544	8.1565408	6.16624	2.7613411950337	1.91399163112	2.47249	5.34514	5.60496000098434	2.69953737	3.54417492988247	6.2895812259	6.78535
TOB1-AS1	2.60418	0.210056	0.0700289	0	0.842788	1.52147	0.201075	0.0613133	0.243868	1.54093	1.73826	0.302316	0.241494	0.176444	0.566148
TOB2	17.2537	10.1889	8.82275	10.2542	9.02237	8.40888	7.56272	6.48028	8.34748	10.7895	10.0818	6.44112	6.99564	7.95559	8.71068
TOB2P1	0.68427	0.312547	0.182629	0.172432	0.579446	0.613614	0.273925	0.159996	0	0.39106	0.480054	0.168896	0.17977	0.10982	0.368265
TOE1	11.6357	15.2372	15.893	25.0549	12.626	9.71682	21.5267	17.8788	18.8951	14.1751	8.1269	16.0496	16.4863	19.7101	7.15912
TOLLIP	22.3404	12.4146	19.2169	19.9303	17.976	25.9285	16.9983	16.6337	21.6065	23.8133	20.7158	16.3164	18.601	20.4333	24.3496
TOM1	48.456933505	5.05776	11.96862	9.9638402095437	36.88351207	37.588186	12.3098074552	7.56460692571392	13.3319785	47.4750777	37.00502	10.20183314143	10.2884327898	13.758734	49.750157
TOM1L1	0.107754	0	0.0480147	0	0.100838	0.25523	0.122215	0.0374803	0.104403	0.242664	0.0786586	0.0981508	0	0.0741324	0.240818
TOM1L2	2.9428182	0.881242	1.046573	0.559086	2.326698	2.35178547858	1.01759527	0.64913	1.19308	2.367031	3.489869	1.040896	1.070205	1.52397	3.93101424
TOMM20	25.0418	18.1847	18.0169	19.9472	18.1058	17.1358	12.9476	13.5464	18.3521	18.5122	18.6818	13.4054	13.1939	14.3072	14.6579
TOMM20L	0.45746	0.559021	0.185608	0.270034	0.376938	0.339567	0.715672	0.32438	0.154872	0.251186	0	0.2005	0	0.311874	0.484655
TOMM22	113.053	137.973	129.879	157.122	76.1628	79.4415	139.976	132.758	132.346	80.5787	54.0925	98.7364	99.3692	108.84	52.6958
TOMM34	21.2546	19.785	23.3983	24.9978	19.9273	18.7592	16.9739	16.3777	16.6719	24.8537	10.3005	11.2555	12.9556	20.5172	13.4535
TOMM40	15.98355	50.23455	50.8443	55.6153307	17.98475	12.39349	36.1192563	38.56531	34.695199369	14.9605	7.57991	31.30569	36.01238	33.6871033	7.854510626
TOMM40L	9.57516	4.56301	8.02615	6.11152	3.96309	4.64147	6.79024	5.11945	4.74241	4.34968	3.91996	4.15026	7.00999	6.93023	6.51804
TOMM5	97.75574	167.55118	174.50682	172.78097	82.242	57.510581	156.10105	167.3916	162.58253	74.38503	46.27405	143.32153	134.43507	147.83895	51.09218
TOMM6	151.274	196.51	194.371	223.679	125.579	107.156	179.056	191.251	209.203	110.776	77.3932	141.059	164.99	170.563	69.5817
TOMM7	242.947	192.682	204.487	203.873	215.052	271.504	207.613	248.967	232.949	273.021	361.286	232.033	233.68	255.263	333.162
TOMM70A	7.24502	3.81897	3.401	4.53996	2.7917	2.10703	4.05651	2.94245	3.02664	2.50772	2.58062	3.71519	2.83135	3.56723	2.53049
TONSL	7.31394	10.535	10.0131	9.50684	6.56993	5.8277	8.61809	7.07266	7.57837	6.83796	4.61546	7.10474	7.5936	9.56228	3.51466
TOP1	22.0711	15.6172	14.5663	16.4106	13.4555	10.6657	13.9738	12.9589	12.6725	13.4129	13.2377	11.1986	13.3582	13.6834	12.8736
TOP1MT	2.29011	3.26611	1.37414	2.396901	0.471705	1.16353	3.12472	2.6894	2.10412	0.864591	0.844044	1.1224	1.3658100185945	1.289417034	1.83065
TOP1P1	0.130259	0	0.0392443	0	0	0.215349	0.037997	0	0	0.159233	0.146109	0	0.0463275	0.0662272	0.30439
TOP1P2	0.609595	0.324703	0.746381	0.443818	0.939535	0.782803	0.248197	0.567517	0.34522	0.101324	0.239874	0.420534	0.79567	0.163371	0.313646
TOP2A	78.0821	50.2492	47.3462	41.8586	71.5056	44.7735	39.9028	31.3138	33.1303	49.2561	31.9289	36.8747	37.7664	29.7513	30.8295
TOP2B	28.1292	12.2516	8.84308	9.70363	19.2571	18.3373	7.6916	6.63903	6.91555	19.9637	21.8751	9.16639	8.46124	9.37597	22.6068
TOP3A	9.01121	11.9067	8.69652	10.9919	10.983	9.07962	7.0668	7.40756	10.5546	6.26678	5.98591	7.77608	10.3506	8.14657	4.85964
TOP3B	19.3916	7.22237	9.25048	9.51427	11.0829	9.19103	7.15227	7.20023	9.77473	10.1704	11.7781	6.21764	6.61839	9.21929	10.8825
TOPAZ1	0.539424	0.0260017	0.156324	0.266834	0.103898	0.125172	0.0331393	0.030437	0	0.0698425	0.191659	0.0562177	0.0398864	0.0145841	0.155566
TOPBP1	5.90587	5.55157	4.59229	6.64286	5.70125	4.24606	4.51312	3.93254	4.89149	4.18092	3.18696	6.07626	5.37229	4.9763	2.77157
TOPORS	8.89601	3.91484	2.56999	3.12201	5.70678	6.12271	4.47836	3.1914	4.20559	4.58766	3.98774	3.30322	4.18292	4.52228	5.49321
TOR1A	44.3096	36.0376	29.2517	50.9959	29.2101	26.7085	42.2585	33.6533	44.0545	30.8154	52.8766	37.5232	41.2616	41.9627	46.9278
TOR1AIP1	14.613	10.5832	5.92047	5.32685	7.51195	7.95828	7.71551	6.3866	7.97836	7.83048	11.15038	7.95232	9.28882	8.54697	9.56873
TOR1AIP2	22.1723	9.828650222742	11.31797	13.14569	12.95398	14.19164	9.449389	8.29299007616	9.623724	12.885138	12.74237	9.39049	10.32689	10.208259	14.0393200795603
TOR1B	13.5724	3.83913	4.00664	6.58079	4.08532	8.95844	5.34995	4.2272	5.62807	6.54114	7.57998	4.26199	5.50476	4.93752	6.89068
TOR2A	24.212794	36.778547	22.043763	32.1813489303564	26.3958585	19.28103941916	24.312147	31.2259400708893	31.9124700067478	20.368597	19.279173	27.644818	28.977054	34.3155235025595	21.943456274766
TOR3A	44.7692	41.6504	38.0262	49.9267	31.8727	26.6575	43.52	32.5515	43.4755	32.9383	15.5939	35.904	38.6947	37.2171	22.6068
TOR4A	4.07575	3.99628	3.17849	2.82371	4.71028	5.31941	3.56143	3.23499	2.94434	4.77999	5.69768	6.56782	5.03271	4.99051	5.90719
TOX	9.70916	5.84931	3.8615	3.30335	3.5141	6.91966	5.6459	5.53957	4.15565	4.78366	21.8511	11.8651	12.4469	9.87883	16.6239
TOX2	1.648735	0.533078	0.458992	0.8951347	0.7111067	1.10473	1.23091	1.40715	0.7901276	0.652611	0.4367246	1.61756	1.816797	0.531104	0.735928
TOX3	0.0246816	0	0	0	0	0.0544406	0.1152589	0	0	0.0809646	0	0	0.0346709	0	0
TOX4	22.8278	9.53211	10.701	14.6172	14.1574	11.9842	8.80044	7.57628	9.24559	12.0732	18.2646	10.6704	11.1588	12.45	21.9456
TP53	45.13193	37.2336	30.66591	53.45154	31.260753	30.036162	32.523408	33.9253500003181	40.0997	31.688869	14.516502	25.75904	32.39815	34.372167	15.8369
TP53AIP1	6.666712	3.561807	1.7883365	1.13328	4.01207	5.72844	4.571772	1.078735	2.1832484	3.23261	7.454432	2.651093	2.2983273	2.610848	6.84731
TP53BP1	5.34651	3.48573	2.25670400051161	2.856681	5.74465	4.33469	2.635905	1.73116	2.58506000845439	4.27628	3.548838	2.2277	1.943798	2.044343	2.181919
TP53BP2	4.722427	3.05072	2.67085	2.17	2.930199	2.20377	1.926278	1.904571	2.34691	3.537575	2.52292	2.076147	2.20222	1.95876	2.289543
TP53I11	0.122089	0.279444	0.586486	0.5578215126863	2.39446	1.031317	0.2544590657527	0.326962	1.050492	2.293655	1.17728	0.255182	0.3061500515605	0.277515	0.869520540878
TP53I13	120.452	59.3764	57.5526	56.9865	79.8071	88.0488	47.3948	53.2502	55.9434	105.159	118.206	64.0219	66.2318	79.7597	120.763
TP53I3	3.66229	3.86455	2.397527	1.748605	2.415153	13.15271	6.09593	5.892966	6.263197	9.89887	8.82732	4.664146	5.061486	7.0309	5.92121
TP53INP1	2.411873	0.56752544	0.296705964	0.73053944609	1.5666002408	2.62471505	0.487441286	0.344244	0.329395699	2.2381319	2.34814715	0.640209977	0.43529636	0.290648683	2.728186
TP53INP2	0.314343	0.372573	0.588156	0.14891	0.631842	0.77473	0.194283	0.198188	0.226041	0.394282	0.832296	0.366096	0.363671	0.436873	1.39017
TP53RK	20.0003	6.65473	5.90231	5.85881	8.59218	6.3823	7.24472	5.9388	7.62116	8.74854	9.65931	6.17178	6.92232	5.86594	8.44771
TP53TG1	20.1363	9.28355	7.09729	9.21457	7.18322	10.4167	6.2344	5.93618	5.14754	9.79604	17.4496	6.16527	7.2836	7.77804	13.6471
TP53TG3	0.17077498	0.08080858	0	0	0.0048388818	0	0	0	0.0009282606	0.09347546	0	0.0750482	0	0.11319574	0.09314648
TP53TG3B	0.17077498	0.08080858	0	0	0.0048388818	0	0	0	0.0009282606	0.09347546	0	0.0750482	0	0.11319574	0.09314648
TP53TG3C	0	0	0.1327998	0.19356009	0	0.2418342	0.0819192	0	0	0	0.20547	0	0	0	0.1446228
TP53TG3D	0	0	0	0	0.270339	0	0	0	0.0563038	0	0.476342	0	0.0802493	0	0.0898883
TP53TG5	0.0942701	0.201813	0	0	0	0.215554	0.51258	0	0	0	0.194895	0.12533	0.134107	0.0980818	0.158689
TP63	0.597973	0.21544	0.0719106	0.0525734	0.2847263	0.2677822	0.053694	0.0629901	0.164623	0.385943	0.1609895	0	0.0645919	0.0301925	0.184426
TP73	11.4956721990465	7.81419059	7.35891608461	9.82578827621013	8.273693267148	5.16113660334136	6.08508133657	5.20737103352535	6.22167551716028	8.38598155409655	1.26979075600071	1.9555985	2.59546801744119	1.95691874939227	1.7739966299032
TP73-AS1	4.313562	0.737458	1.166501	2.616462	2.131797	1.465359	0.924864	1.226793	1.23718	2.1362247212	2.114309	1.360578	1.2848944	1.87685388912	3.465067434824
TPBG	0	0	0.0553885	0	0.165852	0.0592258	0.0264363	0	0.164026	0.3082555	0	0.0298806	0	0.0275644	0
TPBGL	0.0276436	0	0	0.0741531	0.135065	0.122002	0.0968505	0	0	0.0907093	0.186699	0.0364772	0	0	0.0866808
TPCN1	7.19388	3.019909	3.08286555138	3.141735	3.52238418257	6.13147	4.097493164	3.12224	3.40068	6.42939	5.66037	3.47532	3.153754	2.58852438271	6.95076
TPCN2	5.41642	2.18324	1.79065	2.99789	2.68732	3.82512	2.06056	1.97325	3.16643	3.56323	2.75008	2.52938	2.37399	2.24753	2.36226
TPD52	3.27872	3.78011	1.41565	3.24424	2.5779	4.04061	5.206872	3.14197	5.8099872	3.405527	3.47256	3.941902	5.01243	3.66512	3.131521
TPD52L1	0.0624615	0.23667	0	0.2660068	0	0.142927	0.075535	0.138103	0	1.452569	0	0.0851331	0	0.792177	0.203339
TPD52L2	48.6207241681	32.73071	34.922341894852	43.61079273332	22.52219	26.5072861238	25.42723956483	21.6970839359382	25.4179080100409	24.6765747299779	27.62828	19.3721040949469	25.3641863489301	23.31918	29.7237606612169
TPD52L3	0	0.095814	0	0	0.128081	0.1823778	0	0	0	0.0990657	0	0	0	0	0
TPGS1	8.22577	6.4395	4.10783	1.13248	6.79109	16.726	5.24914	8.1499	6.99927	12.0407	18.5476	10.7402	6.4038	7.13076	15.5549
TPGS2	64.604565	35.93335	32.26548	34.922318	34.81566	31.40589	27.659598	29.719426	28.907064	33.78497	23.181021	30.776155	32.542264	29.291696	31.75992
TPH1	0.0437575	0	0	0.0390763	0	0	0.0511329	0	0.04455	0.0718273	0.0985627	0.230848	0.184359	0	0.0687235
TPH2	0.0992589	0.0606093	0	0	0	0	0	0	0	0	0	0	0	0	0.103808
TPI1	1323.45294	2639.07043	2427.73877	2642.53582	1506.20852	1039.0804	2677.04349	2484.01235	2578.77584	1177.41668	629.26413	2693.66764	2516.86354	2316.97183	636.87751
TPI1P2	0.664507	0.214853	0.143365	0.488904	0.956108	0.518069	0.41107	0.460328	0.318423	0.256637	0.176074	0.412503	0.658833	0.441396	0.736324
TPI1P3	1.29777	3.00298	2.6714	4.56948	2.34677	1.05833	2.79838	2.70247	3.19703	1.12204	0.926205	2.70095	2.39709	3.78463	1.39697
TPK1	3.16371	1.00019	1.52392	0.4879595	1.56205	2.61003	1.235723	0.958333	2.050271	1.9926300116207	1.2232	0.801095	0.958605	0.245253	1.35339
TPM1	3.70490215	3.286877	2.899665	4.491769	8.515706	8.266271	6.85757	5.566765	7.602613	7.992106	13.18112	5.002446	6.78044	7.216548	10.920834344692
TPM2	4.539484	1.02553	0.488257	0.0623535	1.3732	3.941139	0.245524	0.5113494	0	3.42377	2.49931	0.608443	0.567592	2.01689	2.584215
TPM3	280.41765	316.82073	260.12574	274.30305	191.40243	234.718046	348.00176	294.85233	319.562478	225.11512013	212.65372	338.85205	365.51838	315.77358	190.514356
TPM3P9	15.2081	6.21148	6.48903	6.15753	8.51707	10.5761	5.42272	6.04727	7.82511	9.94979	9.6979	5.84025	4.3022	5.92685	9.06932
TPM4	103.221	170.877	129.757	134.451071	60.96656	73.218609	184.22	138.699705	154.46	67.3265	62.9515	230.049	206.765	163.466	48.431304
TPMT	11.671	9.16878	7.2404	10.4808	7.84963	7.06569	8.58307	8.00068	7.59266	7.85581	6.95255	7.2	9.566	9.30248	7.4329
TPO	0.052837700696604	0	0	0	0.2538851	0.135336	0	0	0	0.050305	0.207079	0.0809025	0.0861262	0	0.0961644
TPP1	35.0416	6.27968	6.71493	6.28888	17.9057	21.9191	5.92811	5.74319	7.55884	19.7539	26.4209	6.87271	7.95536	9.91739	26.1771
TPP2	21.4817	9.77802	9.33316	11.0705	11.2552	10.4894	8.05762	6.56941	8.05072	12.5907	11.4323	6.28009	6.86507	6.51122	10.455
TPPP	1.00313	0.528259	0.276188	0.224507	0.550566	0.608047	0.453701	0.336104	0.549347	0.28789	0.169288	0.198644	0.299484	0.128832	0.412172
TPPP2	0	0	0	0	0	0	0	0	0.111876	0.181033	0	0.144874	0	0.112726	0
TPPP3	0.0807406	0.295872	0.0985391	0.0718929	0	0	0	0.603692	0	0.132682	0.182091	0.106369	0.20621	0.0827706	0
TPR	32.9463	19.352	16.3124	19.1452	20.5664	18.0931	14.482	13.9878	17.0254	20.3739	19.255	14.5206	15.8312	15.2108	21.7088
TPRA1	30.85787	19.59647	23.19762	29.35869	17.25081	9.4931	11.88474	12.60262	14.90317	8.27836	19.2896405851	17.67684	18.86715	23.54975	11.3851
TPRG1	0.188422	0	0.0512202	0.0749191	0.153335	0.184702	0.0244436	0.0448727	0	0.206054	0.282728	0.0276315	0.0294104	0.0430087	0.0655999
TPRG1-AS2	6.05512	0.765343	0.76098	1.10483	3.62964	7.00111	0.981619	1.99296	2.11838	3.79095	4.72876	1.91902	1.46309	1.70497	4.67348
TPRG1L	10.7691	5.12603	7.93875	4.80361	9.65148	8.51452	4.03628	3.76754	4.39158	10.4158	11.6884	4.53027	5.52173	4.495	10.6839
TPRKB	31.7302	25.723	21.7088	26.079	23.2562	14.9383	18.8003	16.2194	20.86	13.0031	10.6554	19.2496	19.8578	18.6013	18.1147
TPRN	5.99013	9.92797	12.4852	7.41302	7.71477	7.48928	6.58248	7.20662	7.21257	6.29411	4.6504	6.77472	6.79751	9.18115	3.28536
TPRX1	0	0	0.105465	0.0770618	0.105564	0	0.100831	0	0	0.14164	0.0971804	0.11381	0.0605929	0.0885682	0.135513
TPRXL	0.415634	0.57104	0.127041	0.092859	0	0.229415	0	0.0741811	0.141084	0.284196	0.701939	0.091389	0.194594	0.106682	0.163033
TPSAB1	0	0	0	0	0	0	0	0.0979951	0	0.638188	0	0	0	0.235038	0
TPSB2	0.0711118	0.390865	0.08682	0.253469	0.174477	2.20413	0.332732	0.203272	0	3.10921	0.480973	0.374846	0	0.123036	0.336046
TPSD1	0	0	0.247111	0.0900705	0	0.224806	0	0	0	1.29454	0.457318	0.133396	0.284321	0	0.160104
